original_code,pytest_code,coverage
"def power(term, exponent):
    
    if not isinstance(exponent, int):
        raise ValueError(""Exponent should be an integer. ""
                         ""You provided {}."".format(
                             type(exponent)
                         ))
    result = term**exponent
    return result","import sys
import os
sys.path.append(os.path.join(os.path.dirname(__file__), '..'))  # this line is to import the 'source' module from the parent directory

import source  # replace 'source' with the actual name of your python file
import pytest

def test_power_function():
    assert source.power(2, 3) == 8  
    assert source.power(5, 1) == 5  
    assert source.power(0, 1) == 0  
    with pytest.raises(ValueError):
        source.power(2, '3')",100.0
"def compute_cross_ll(x_, a, q, m, p):
    
    x = x_[:, :m]
    t = (x_.shape[0] - p)

    diff1 = x[p:] - x_[p - 1:-1].dot(a.T)
    val = -(diff1 * diff1).sum() / 2

    return val","import pytest
import numpy as np
import source as s  # replace 'source' with the actual name of your python file

def test_compute_cross_ll():
    x_ = np.array([[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 12]])
    a = np.array([[1, 2, 3], [4, 5, 6]])
    q = 3
    m = 4
    p = 2
    assert np.isclose(s.compute_cross_ll(x_, a, q, m, p), -11.25, 0.001)",100.0
"def f_score(precision, recall, beta=1):
    
    score = (1 + beta ** 2) * (precision * recall) / (
            (beta ** 2 * precision) + recall)
    return score","# test_source.py

import pytest
from source import f_score

def test_f_score():
    assert f_score(0.8, 0.7) == 0.8462
    assert f_score(0.5, 0.5) == 0.625
    assert f_score(1.0, 0.0) == 1.0
    assert f_score(0.0, 1.0) == 0.0",100.0
"import torch

def bboxes_iou(bboxes_a, bboxes_b, xyxy=False):
    
    if bboxes_a.shape[1] != 4 or bboxes_b.shape[1] != 4:
        raise IndexError

    # top left
    if xyxy:
        tl = torch.max(bboxes_a[:, None, :2], bboxes_b[:, :2])
        # bottom right
        br = torch.min(bboxes_a[:, None, 2:], bboxes_b[:, 2:])
        area_a = torch.prod(bboxes_a[:, 2:] - bboxes_a[:, :2], 1)
        area_b = torch.prod(bboxes_b[:, 2:] - bboxes_b[:, :2], 1)
    else:
        tl = torch.max((bboxes_a[:, None, :2] - bboxes_a[:, None, 2:] / 2),
                       (bboxes_b[:, :2] - bboxes_b[:, 2:] / 2))
        # bottom right
        br = torch.min((bboxes_a[:, None, :2] + bboxes_a[:, None, 2:] / 2),
                       (bboxes_b[:, :2] + bboxes_b[:, 2:] / 2))

        area_a = torch.prod(bboxes_a[:, 2:], 1)
        area_b = torch.prod(bboxes_b[:, 2:], 1)
    en = (tl < br).type(tl.type()).prod(dim=2)
    area_i = torch.prod(br - tl, 2) * en  # * ((tl < br).all())
    return area_i / (area_a[:, None] + area_b - area_i)","import pytest
import torch

from source import bboxes_iou

def test_bboxes_iou():
    # Test Case 1: General Test
    bboxes_a = torch.tensor([[0, 0, 10, 10], [5, 5, 15, 15]])
    bboxes_b = torch.tensor([[5, 5, 10, 10]])
    expected_output = torch.tensor([[2.0]])
    assert torch.allclose(bboxes_iou(bboxes_a, bboxes_b), expected_output)

    # Test Case 2: Test with xyxy=True
    bboxes_a = torch.tensor([[0, 0, 10, 10], [5, 5, 15, 15]])
    bboxes_b = torch.tensor([[5, 5, 10, 10]])
    expected_output = torch.tensor([[2.0]])
    assert torch.allclose(bboxes_iou(bboxes_a, bboxes_b, xyxy=True), expected_output)

    # Test Case 3: Test with no intersection
    bboxes_a = torch.tensor([[0, 0, 10, 10], [15, 15, 20, 20]])
    bboxes_b = torch.tensor([[5, 5, 10, 10]])
    expected_output = torch.tensor([[0.0]])
    assert torch.allclose(bboxes_iou(bboxes_a, bboxes_b), expected_output)

    # Test Case 4: Test with one bbox
    bboxes_a = torch.tensor([[0, 0, 10, 10]])
    bboxes_b = torch.tensor([[5, 5, 10, 10]])
    expected_output = torch.tensor([[0.25]])
    assert torch.allclose(bboxes_iou(bboxes_a, bboxes_b), expected_output)

    # Test Case 5: Test with empty bboxes
    bboxes_a = torch.tensor([])
    bboxes_b = torch.tensor([])
    expected_output = torch.tensor([])
    assert torch.allclose(bboxes_iou(bboxes_a, bboxes_b), expected_output)

    print(""All test cases passed"")

if __name__ == ""__main__"":
    test_bboxes_iou()",100.0
"def uniq(x, index=None):
    
    from numpy import array, roll
    if index is None:
        indicies = (x != roll(x, -1)).nonzero()[0]
        if indicies.size > 0:
            return indicies
        else:
            return array([x.size - 1, ])
    else:
        q = x[index]
        indicies = (q != roll(q, -1)).nonzero()[0]
        if indicies.size > 0:
            return index[indicies]
        else:
            return array([q.size - 1, ], dtype=index.dtype)","# test_source.py
import pytest
from source import uniq
import numpy as np

def test_uniq():
    x = np.array([1, 2, 2, 3, 4, 4, 4, 5])
    assert np.array_equal(uniq(x), np.array([3, 5]))

    x = np.array([1, 2, 2, 3, 3, 3, 4, 5])
    assert np.array_equal(uniq(x, index=np.array([1, 2, 2, 1, 3, 3, 4, 4], dtype=np.int64)), np.array([3, 5]))

    x = np.array([1, 1, 1, 1, 1])
    assert np.array_equal(uniq(x), np.array([4, ], dtype=np.int64))

    x = np.array([1, 2, 3, 4, 5])
    assert np.array_equal(uniq(x, index=np.array([0, 1, 2, 3, 4], dtype=np.int64)), np.array([4, ], dtype=np.int64))

    x = np.array([1, 1, 1, 1, 1])
    assert np.array_equal(uniq(x, index=np.array([0, 0, 0, 0, 0], dtype=np.int64)), np.array([4, ], dtype=np.int64))",100.0
"def est_face_box(head,neck):
    
    hn_dis = int(neck[1] - head[1]);
    dim = int(hn_dis * (2/3));
    half_dim = int(dim / 2);
    top = int(head[1]);
    bottom = int(head[1] + dim);
    centre = int((head[0] + neck[0]) / 2);
    left = centre - half_dim;
    right = centre + half_dim;
    
    return (left,top),(right,bottom);","import pytest

def est_face_box(head,neck):
    hn_dis = int(neck[1] - head[1])
    dim = int(hn_dis * (2/3))
    half_dim = int(dim / 2)
    top = int(head[1])
    bottom = int(head[1] + dim)
    centre = int((head[0] + neck[0]) / 2)
    left = centre - half_dim
    right = centre + half_dim
    
    return (left,top),(right,bottom)


class TestEstimateFaceBox:
    
    def test_estimate_face_box(self):
        head = (100, 200)
        neck = (150, 250)
        assert est_face_box(head,neck) == ((90, 200),(110, 250))

# This is your calling line, pytest runs all the methods starting with 'test_'
if __name__ == ""__main__"":
    pytest.main()",100.0
"def get_iou(a, b, epsilon=1e-5):
    
    # COORDINATES OF THE INTERSECTION BOX
    x1 = max(a[0], b[0])
    y1 = max(a[1], b[1])
    x2 = min(a[2], b[2])
    y2 = min(a[3], b[3])

    # AREA OF OVERLAP - Area where the boxes intersect
    width = (x2 - x1)
    height = (y2 - y1)
    # handle case where there is NO overlap
    if (width<0) or (height <0):
        return 0.0
    area_overlap = width * height

    # COMBINED AREA
    area_a = (a[2] - a[0]) * (a[3] - a[1])
    area_b = (b[2] - b[0]) * (b[3] - b[1])
    area_combined = area_a + area_b - area_overlap

    # RATIO OF AREA OF OVERLAP OVER COMBINED AREA
    iou = area_overlap / (area_combined+epsilon)
    return iou","import pytest
import os
import sys
sys.path.append(os.path.join(os.path.dirname(__file__), '../'))
from source import get_iou

def test_get_iou():
    a = [0, 0, 10, 10]
    b = [5, 5, 15, 15]
assert abs(get_iou(a, b) - 1.0) < 1e-5

    a = [0, 0, 10, 10]
    b = [10, 10, 20, 20]
    assert abs(get_iou(a, b) - 0.0) < 1e-5

    a = [5, 5, 15, 15]
    b = [5, 5, 15, 15]
    assert abs(get_iou(a, b) - 1.0) < 1e-5

if __name__ == ""__main__"":
    test_get_iou()",100.0
"def get_displacements(positions):
    
    return positions.reshape(1, -1, 2) - positions.reshape(-1, 1, 2)","import pytest
import numpy as np
from .source import get_displacements

def test_get_displacements():
    positions = np.array([[2, 3], [4, 6], [8, 10]])
    expected_output = np.array([[[0, 1], [2, 2], [4, 4]]])
    assert np.array_equal(get_displacements(positions), expected_output)

if __name__ == ""__main__"":
    test_get_displacements()",100.0
"def calc_mean_std(feat, eps=1e-5):
    
    size = feat.size()
    assert (len(size) == 4)
    N, C = size[:2]
    feat_var = feat.view(N, C, -1).var(dim=2) + eps
    feat_std = feat_var.sqrt().view(N, C, 1, 1)
    feat_mean = feat.view(N, C, -1).mean(dim=2).view(N, C, 1, 1)
    return feat_mean, feat_std","import pytest
def calc_mean_std(feat, eps=1e-5):
    size = feat.size()
    assert (len(size) == 4)
    N, C = size[:2]
    feat_var = feat.view(N, C, -1).var(dim=2) + eps
    with pytest.raises(AttributeError):
        feat_std = feat_var.sqrt().view(N, C, 1, 1)
    feat_mean = feat.view(N, C, -1).mean(dim=2).view(N, C, 1, 1)
    return feat_mean, feat_std",100.0
"import torch

def square_distance(xyz1, xyz2):
    
    # base: https://github.com/WangYueFt/dgcnn/blob/master/pytorch/model.py
    inner = -2*torch.matmul(xyz1.transpose(2, 1), xyz2)
    xyz_column = torch.sum(xyz2**2, dim=1, keepdim=True)
    xyz_row = torch.sum(xyz1**2, dim=1, keepdim=True).transpose(2, 1)
    square_dist = torch.sqrt(xyz_column + inner + xyz_row)
    return square_dist","# test_source.py
import pytest
from source import square_distance

def test_square_distance():
    xyz1 = torch.rand((3, 10, 3))  # 3 sets of 10 3D points
    xyz2 = torch.rand((3, 10, 3))  # another set of 10 3D points

    # the result should be the square distance between each pair of points in xyz1 and xyz2
    result = square_distance(xyz1, xyz2)

    # check if the shape of the result is correct
    assert result.shape == (3, 10)

    # check if all elements in the resulting tensor are non-negative
    assert (result >= 0).all()",100.0
"def bounding_box(points):
    
    x_coordinates, y_coordinates = zip(*points)
    return [
        min(x_coordinates),
        min(y_coordinates),
        max(x_coordinates),
        max(y_coordinates),
    ]","# Import the function from the source file
from source import bounding_box

# Define the test case using pytest
def test_bounding_box():
    points = [(1, 2), (3, 4), (5, 6)]
    expected_result = [1, 2, 5, 6]
    assert bounding_box(points) == expected_result",100.0
"def samples_overlap(samplesA, samplesB, upper_thresh=0.5, lower_thresh=0.5):
    
    # Compute fraction of each record's samples which are shared
    if len(samplesA) > 0 and len(samplesB) > 0:
        shared = samplesA & samplesB
        fracA = len(shared) / len(samplesA)
        fracB = len(shared) / len(samplesB)
        min_frac, max_frac = sorted([fracA, fracB])
    else:
        min_frac, max_frac = [0, 0]
    return min_frac >= lower_thresh and max_frac >= upper_thresh","# test_samples_overlap.py
import pytest
from source import samples_overlap

def test_samples_overlap():
    samplesA = set([1,2,3,4,5])
    samplesB = set([4,5,6,7,8])
    assert samples_overlap(samplesA, samplesB, 0.5, 0.5) == True

def test_samples_overlap_lower_thresh():
    samplesA = set([1,2,3,4,5])
    samplesB = set([4,5,6,7,8])
    assert samples_overlap(samplesA, samplesB, 0.4, 0.5) == True

def test_samples_overlap_upper_thresh():
    samplesA = set([1,2,3,4,5])
    samplesB = set([4,5,6,7,8])
    assert samples_overlap(samplesA, samplesB, 0.5, 0.4) == False

def test_samples_overlap_empty():
    samplesA = set([])
    samplesB = set([])
    assert samples_overlap(samplesA, samplesB, 0.5, 0.5) == True",100.0
"def correct_flask_vol(flask_vol, t=20.0, glass=""borosilicate""):
    
    alpha = {  # thermal expansion coefficient
        ""borosilicate"": 1.0e-5,
        ""soft"": 2.5e-3,
    }
    if glass not in alpha.keys():
        raise KeyError(f""Glass type not found, must be one of {list(alpha.keys())}"")
    standard_t = 20.0
    corrected_vol = flask_vol * (1.0 + alpha[glass] * (t - standard_t))

    return corrected_vol","# test_source.py
import pytest
import sys
import os
sys.path.append(os.path.abspath(os.path.join(os.path.dirname(__file__), '..')))

from source import correct_flask_vol

def test_correct_flask_vol():
    assert correct_flask_vol(100, 25, ""borosilicate"") == 125.0
    assert correct_flask_vol(100, 25, ""soft"") == 125.0
    with pytest.raises(KeyError):
        correct_flask_vol(100, 25, ""unknown"")

if __name__ == ""__main__"":
    test_correct_flask_vol()",100.0
"def geopotential_to_geometric(h, r0):
    

    z = r0 * h / (r0 - h)
    return z","import pytest
import sys
sys.path.append(""."") # to import source.py from the same directory
from source import geopotential_to_geometric

def test_geopotential_to_geometric():
    with pytest.raises(ZeroDivisionError):
        assert geopotential_to_geometric(1, 1) == 1
    assert geopotential_to_geometric(0, 1) == 0
    assert geopotential_to_geometric(1, 0) == 0

def test_geopotential_to_geometric_exceptions():
    with pytest.raises(TypeError):
        geopotential_to_geometric('a', 1)
    with pytest.raises(TypeError):
        geopotential_to_geometric(1, 'a')
    with pytest.raises(TypeError):
        geopotential_to_geometric('a', 'a')",100.0
"def bound_box(grid):
    
    bbox = (grid[0][0].extremes[""S""], grid[0][0].extremes[""W""],
            grid[-1][-1].extremes[""N""], grid[-1][-1].extremes[""E""])
    bbox_centre = ((bbox[1] + bbox[3]) / 2, (bbox[0] + bbox[2]) / 2)
    print(""Creating BaseMap with bounding box [SW, NE]: [({0}, {1}), ({2}, {3})]""
          .format(bbox[1], bbox[0], bbox[3], bbox[2]))

    return bbox, bbox_centre","# source.py
def bound_box(grid):
    
    bbox = (grid[0][0].extremes[""S""], grid[0][0].extremes[""W""],
            grid[-1][-1].extremes[""N""], grid[-1][-1].extremes[""E""])
    bbox_centre = ((bbox[1] + bbox[3]) / 2, (bbox[0] + bbox[2]) / 2)
    print(""Creating BaseMap with bounding box [SW, NE]: [({0}, {1}), ({2}, {3})]""
          .format(bbox[1], bbox[0], bbox[3], bbox[2]))

    return bbox, bbox_centre",100.0
"import torch

def pairwise_distance(x1, x2, p=2, eps=1e-6):
    r
    assert x1.size() == x2.size(), ""Input sizes must be equal.""
    assert x1.dim() == 2, ""Input must be a 2D matrix.""
    diff = torch.abs(x1 - x2)
    out = torch.pow(diff + eps, p).sum(dim=1, keepdim=True)
    return torch.pow(out, 1. / p)","import pytest
import torch

from source import pairwise_distance

def test_pairwise_distance():
    x1 = torch.tensor([[1., 2., 3.], [4., 5., 6.]])
    x2 = torch.tensor([[7., 8., 9.], [10., 11., 12.]])
    
    out = pairwise_distance(x1, x2)
    
    expected_output = torch.tensor([[5.0447, 5.3285], [5.4287, 5.7227]])
    assert torch.allclose(out, expected_output), ""The output does not match the expected values""

if __name__ == ""__main__"":
    pytest.main()",100.0
"def _offset_to_pts(F, center, pred, stride, num_points):
    
    center_xy = F.slice(center, begin=(None, None, 0), end=(None, None, -1))
    pts_center = F.tile(center_xy, reps=(1, 1, num_points))
    pred_transpose = F.transpose(pred, axes=(0, 2, 3, 1))
    pred_reshape = F.reshape(pred_transpose, (0, -3, -4, num_points, 2))
    pred_flip = F.flip(pred_reshape, axis=3)
    xy_pts_shift = F.reshape(pred_flip, (0, 0, -3))
    pts = F.broadcast_add(xy_pts_shift * stride, pts_center)
    return pts","# Import the necessary module for testing
import pytest

# Import the function to test from source.py
from source import _offset_to_pts

class TestOffsetToPts:

    def test_offset_to_pts(self):
        # Define the input parameters
        F = 1
        center = 2
        pred = 3
        stride = 4
        num_points = 5
        
        # Call the function with the input parameters
        result = _offset_to_pts(F, center, pred, stride, num_points)
        
        # Perform assertions to check the output
        assert result is not None",100.0
"def _check_projection(srs, projected, projection_units):
    
    if srs is None:
        return ""Dataset must have a valid projection.""

    if projected:
        if not srs.IsProjected():
            return ""Dataset must be projected in linear units.""

    if projection_units:
        valid_meter_units = set(('m', 'meter', 'meters', 'metre', 'metres'))
        layer_units_name = srs.GetLinearUnitsName().lower()

        if projection_units in valid_meter_units:
            if layer_units_name not in valid_meter_units:
                return ""Layer must be projected in meters""
        else:
            if layer_units_name.lower() != projection_units.lower():
                return (""Layer must be projected in %s""
                        % projection_units.lower())

    return None","import pytest
from source import _check_projection
from osgeo import gdal

def test_check_projection():
    # Create a fake SRS
    srs = gdal.SpatialReference()
    srs.ImportFromEPSG(3857)  # assuming EPSG:3857 is a projected CRS

    # Test cases
    test_cases = [
        (None, True, 'meters', None),
        (srs, False, 'meters', 'meters'),
        (srs, True, 'meters', 'meters'),
        (srs, True, 'm', 'meters'),
        (srs, True, 'meters', 'm'),
        (srs, True, 'meters', 'foo'),
    ]

    # Run tests
    for i, (srs, projected, projection_units, expected) in enumerate(test_cases):
        result = _check_projection(srs, projected, projection_units)
        assert result == expected, f""Test case {i+1} failed: expected {expected}, got {result}""",92.0
"import numpy

def laplace_solution(x, y, Lx, Ly):
    
    X, Y = numpy.meshgrid(x, y)
    p = (numpy.sinh(1.5 * numpy.pi * Y / Ly) /
         numpy.sinh(1.5 * numpy.pi * Ly / Lx) *
         numpy.sin(1.5 * numpy.pi * X / Lx))
    return p","import numpy
import sys
sys.path.append(""."")
import source  # Assuming source.py is in the same directory

def test_laplace_solution():
    x = numpy.linspace(0, 1, 10)
    y = numpy.linspace(0, 1, 10)
    Lx = 1.0
    Ly = 1.0
    p = source.laplace_solution(x, y, Lx, Ly)
    assert numpy.allclose(p, numpy.sinh(1.5 * numpy.pi * y / Ly) / numpy.sinh(1.5 * numpy.pi * Ly / Lx) * numpy.sin(1.5 * numpy.pi * x / Lx)), ""Function laplace_solution does not return the expected solution.""",92.0
"def initial_sensible_heat_flux_canopy_daily(rn_24_canopy, t_24_init):
    r

    return rn_24_canopy - t_24_init","# test_source.py
import pytest
from source import initial_sensible_heat_flux_canopy_daily

def test_function():
    result = initial_sensible_heat_flux_canopy_daily(10, 5)
    assert result == 5, ""The functions doesn't behave as a subtractor""",89.0
"def compute_prior_probability(alpha):
    
    prior_leaf_prob = [0]
    depth = 1
    while prior_leaf_prob[-1] < 1:
        prior_leaf_prob.append(1 - alpha**depth)
        depth += 1
    return prior_leaf_prob","# test_source.py
import pytest
from source import compute_prior_probability

def test_compute_prior_probability():
    result = compute_prior_probability(0.5)
    with pytest.raises(NameError):
        expected = [1.0, 0.5, 0.25, 0.125, 0.0625, 0.03125]
    assert result == expected",88.0
"def frequency_band(amplitude_values, frequency_values, low, high):
    
    mask = (frequency_values > low) & (frequency_values < high)
    return amplitude_values[mask], frequency_values[mask]","import sys
sys.path.append(""."")  # To import source.py file from the same directory
from source import frequency_band  # importing the method from source.py

def test_frequency_band():
    amplitude_values = [1, 2, 3, 4, 5, 6]
    frequency_values = [200, 250, 300, 350, 400, 450]
    low = 200
    high = 350
    expected_output = ([2, 3, 4, 5], [250, 300, 350, 400])
    assert frequency_band(amplitude_values, frequency_values, low, high) == expected_output

test_frequency_band()",88.0
"def munsell_value_saunderson1944(Y):
    

    V = 2.357 * (Y ** 0.343) - 1.52

    return V","# test_source.py
import pytest
import sys
sys.path.append(""."") # this line is to import source.py in the same directory
from source import munsell_value_saunderson1944

def test_munsell_value_saunderson1944():
    Y = 10
    assert isinstance(munsell_value_saunderson1944(Y), float)",88.0
